"participant","target_duration","distractors_duration_2","distractors_duration_1","response","response_RT","condition","trial"
1,1,1.5,3,1,0.368215149999969,"distractors",182
1,1,0.7,1.5,0,0.584687558000041,"distractors",183
1,1,0.3,0.7,1,0.451544279000018,"distractors",184
1,1,0.3,3,0,0.451360396999917,"distractors",185
1,1,3,0.3,0,0.434587900999986,"distractors",186
1,1,0.7,3,0,0.401359600999967,"distractors",187
1,1,1.5,0.3,1,0.73153638000008,"distractors",188
1,1,1.5,0.7,1,0.518160927000054,"distractors",189
1,1,3,0.7,0,0.435016809999979,"distractors",190
1,1,3,1.5,1,0.451650405000009,"distractors",191
1,1,3,1.5,1,0.234903756000222,"distractors",192
1,1,0.3,1.5,0,0.868260789000033,"distractors",193
1,1,0.3,1.5,0,0.468253983000068,"distractors",194
1,1,0.3,1.5,1,0.301307842000142,"distractors",195
1,1,3,0.7,1,0.801380125000151,"distractors",196
1,1,1.5,0.3,1,0.551941296999985,"distractors",197
1,1,3,1.5,0,0.367552889000081,"distractors",198
1,1,0.3,0.7,0,0.751518128000043,"distractors",199
1,1,3,0.7,1,0.501310375999992,"distractors",200
1,1,3,0.3,1,0.400243981000131,"distractors",201
1,1,3,0.7,1,0.534850277999794,"distractors",202
1,1,1.5,0.7,1,0.35095769399959,"distractors",203
1,1,0.7,0.3,0,0.384254433000024,"distractors",204
1,1,0.3,1.5,0,0.434656891000031,"distractors",205
1,1,1.5,3,0,0.651702100999955,"distractors",206
1,1,0.3,3,0,0.41701788599994,"distractors",207
1,1,0.7,3,0,0.384553128999869,"distractors",208
1,1,3,0.3,1,0.467500352000116,"distractors",209
1,1,3,1.5,1,1.0502173609998,"distractors",210
1,1,0.7,3,0,0.35137151400022,"distractors",211
1,1,1.5,0.7,0,0.334958756000105,"distractors",212
1,1,0.7,1.5,1,0.467438748999939,"distractors",213
1,1,0.3,0.7,0,0.98492400799978,"distractors",214
1,1,0.7,3,0,0.351258770000186,"distractors",215
1,1,3,0.3,0,0.534394719999909,"distractors",216
1,1,3,0.7,1,0.400069526999687,"distractors",217
1,1,0.3,3,0,0.432749852000143,"distractors",218
1,1,0.3,3,0,0.384879334999823,"distractors",219
1,1,0.7,0.3,0,1.13369310200005,"distractors",220
1,1,0.3,0.7,1,0.768206878000001,"distractors",221
1,1,0.3,1.5,1,0.567123475000244,"distractors",222
1,1,1.5,3,1,0.751424373000191,"distractors",223
1,1,1.5,3,1,0.6182068170001,"distractors",224
1,1,0.3,0.7,0,0.48455671199963,"distractors",225
1,1,1.5,0.3,0,0.501412037000136,"distractors",226
1,1,0.7,0.3,0,0.668199933999858,"distractors",227
1,1,1.5,0.7,1,0.351572587999726,"distractors",228
1,1,0.7,1.5,0,0.30030377500043,"distractors",229
1,1,0.3,0.7,1,0.334374722000121,"distractors",230
1,1,3,1.5,1,0.468167748999804,"distractors",231
1,1,0.3,0.7,0,0.468116614999872,"distractors",232
1,1,3,0.3,1,0.584096031000172,"distractors",233
1,1,0.7,1.5,0,0.350290318000134,"distractors",234
1,1,0.7,0.3,0,0.400667743999747,"distractors",235
1,1,0.3,1.5,0,0.518467527999746,"distractors",236
1,1,3,0.3,1,0.551445116000195,"distractors",237
1,1,0.7,3,0,0.451617109999916,"distractors",238
1,1,3,0.7,1,0.284812873000192,"distractors",239
1,1,3,1.5,0,0.633679389999998,"distractors",240
1,1,0.3,3,1,0.434856788999696,"distractors",241
1,1,1.5,0.7,1,0.51769571199975,"distractors",242
1,1,0.3,1.5,1,0.618293471000015,"distractors",243
1,1,1.5,0.7,1,0.418086829000003,"distractors",244
1,1,3,0.7,1,0.317192246000104,"distractors",245
1,1,3,0.7,1,0.31801580299998,"distractors",246
1,1,0.3,0.7,1,0.651663646000088,"distractors",247
1,1,0.7,3,0,0.367512718999933,"distractors",248
1,1,3,1.5,1,0.485113914000067,"distractors",249
1,1,1.5,0.3,1,0.951289179000014,"distractors",250
1,1,0.7,0.3,0,0.451073532999999,"distractors",251
1,1,0.7,1.5,0,0.484816183000021,"distractors",252
1,1,1.5,0.3,1,0.450826174999747,"distractors",253
1,1,0.7,1.5,0,0.368100460999813,"distractors",254
1,1,0.3,1.5,0,0.534618236999904,"distractors",255
1,1,0.3,3,0,0.368243474999872,"distractors",256
1,1,3,0.3,1,0.835054084000149,"distractors",257
1,1,0.7,0.3,0,3.90191933799997,"distractors",258
1,1,1.5,0.3,1,0.384508787999948,"distractors",259
1,1,1.5,0.7,1,0.584864979000031,"distractors",260
1,1,1.5,3,0,0.417474330000005,"distractors",261
1,1,3,0.3,0,0.73507156200003,"distractors",262
1,1,3,0.7,1,0.385445435999827,"distractors",263
1,1,1.5,0.3,1,0.501014261999899,"distractors",264
1,1,0.7,0.3,0,0.384595463000096,"distractors",265
1,1,0.7,3,0,0.766363141000056,"distractors",266
1,1,3,0.7,1,0.884909258999869,"distractors",267
1,1,0.7,1.5,0,0.901426212999922,"distractors",268
1,1,0.7,1.5,0,0.501532151999982,"distractors",269
1,1,3,1.5,1,3.68447098500019,"distractors",270
1,1,1.5,0.7,1,0.718168731999867,"distractors",271
1,1,3,0.3,1,0.717701261000002,"distractors",272
1,1,0.7,3,0,0.401538771000105,"distractors",273
1,1,0.3,3,0,0.634253640000225,"distractors",274
1,1,0.3,0.7,1,0.518055250999623,"distractors",275
1,1,3,0.3,0,0.817967210000006,"distractors",276
1,1,3,1.5,0,0.385072531999867,"distractors",277
1,1,1.5,3,0,0.318139413999688,"distractors",278
1,1,1.5,3,1,0.351655583999673,"distractors",279
1,1,1.5,0.7,1,0.334119480000027,"distractors",280
1,1,1.5,3,1,4.56810341999972,"distractors",281
1,1,1.5,0.3,1,0.384744083999976,"distractors",282
1,1,0.3,1.5,0,0.434103928999775,"distractors",283
1,1,0.7,3,0,0.485083476,"distractors",284
1,1,0.3,3,0,0.383429176999925,"distractors",285
1,1,0.7,3,0,1.31780816799983,"distractors",286
1,1,3,1.5,1,0.418127920999723,"distractors",287
1,1,0.3,1.5,0,0.434377544000199,"distractors",288
1,1,1.5,0.7,1,0.684743113999957,"distractors",289
1,1,0.7,3,0,0.218141019000086,"distractors",290
1,1,3,1.5,1,0.81806698399987,"distractors",291
1,1,1.5,3,1,0.584845200000018,"distractors",292
1,1,3,1.5,1,0.384610288000204,"distractors",293
1,1,0.3,0.7,1,0.367388355000003,"distractors",294
1,1,0.3,0.7,1,0.301312384000084,"distractors",295
1,1,1.5,3,1,0.45101441099996,"distractors",296
1,1,3,0.7,1,0.417882796000413,"distractors",297
1,1,0.3,3,0,0.368322964000072,"distractors",298
1,1,0.3,3,0,0.534840236000036,"distractors",299
1,1,0.3,3,0,0.434885582999868,"distractors",300
1,1,1.5,0.3,1,0.664869285999885,"distractors",301
1,1,0.7,3,0,0.333687730999827,"distractors",302
1,1,0.3,0.7,1,0.33489600699977,"distractors",303
1,1,0.3,3,0,0.585830050999903,"distractors",304
1,1,1.5,0.7,1,0.71827526800007,"distractors",305
1,1,0.3,1.5,0,2.28473356099994,"distractors",306
1,1,1.5,0.7,1,0.467595028999767,"distractors",307
1,1,0.3,1.5,0,0.384868119000203,"distractors",308
1,1,1.5,0.7,1,0.834891096999854,"distractors",309
1,1,1.5,0.3,1,0.434924841999873,"distractors",310
1,1,0.7,1.5,0,0.51803647800034,"distractors",311
1,1,0.3,0.7,0,0.617731710000044,"distractors",312
1,1,0.7,3,0,0.384753566000199,"distractors",313
1,1,0.7,1.5,0,1.0492864580001,"distractors",314
1,1,0.3,3,0,0.501437391999843,"distractors",315
1,1,0.7,0.3,0,1.06823237200024,"distractors",316
1,1,1.5,0.3,1,0.434748681000201,"distractors",317
1,1,3,1.5,1,0.48448233199997,"distractors",318
1,1,3,0.7,1,0.634819010999763,"distractors",319
1,1,1.5,3,1,1.35169713800042,"distractors",320
1,1,3,1.5,0,0.451297820000036,"distractors",321
1,1,3,0.3,0,3.01824774600027,"distractors",322
1,1,0.7,0.3,0,2.20149990299979,"distractors",323
1,1,0.7,0.3,0,0.551593317000425,"distractors",324
1,1,3,0.7,1,1.63477757500004,"distractors",325
1,1,3,1.5,0,0.584541125999749,"distractors",326
1,1,3,1.5,0,0.43448280299981,"distractors",327
1,1,0.3,0.7,1,0.301387053999861,"distractors",328
1,1,1.5,0.3,1,4.40193760600005,"distractors",329
1,1,0.7,0.3,1,0.667882691000159,"distractors",330
1,1,3,0.3,0,1.551604623,"distractors",331
1,1,1.5,0.7,1,0.418098889000248,"distractors",332
1,1,0.7,1.5,0,1.13505733200009,"distractors",333
1,1,0.3,1.5,1,0.484919567999896,"distractors",334
1,1,1.5,3,1,1.88491814500003,"distractors",335
1,1,0.3,1.5,0,0.401245355000356,"distractors",336
1,1,3,0.3,1,3.45102743500001,"distractors",337
1,1,1.5,0.7,1,0.450298323999959,"distractors",338
1,1,1.5,3,0,0.717279462000079,"distractors",339
1,1,0.7,1.5,0,1.73445495900023,"distractors",340
1,1,0.7,3,0,0.716818602999865,"distractors",341
1,1,3,0.7,1,0.41815319699981,"distractors",342
1,1,0.3,3,0,0.701579933000176,"distractors",343
1,1,1.5,3,1,2.63496003399996,"distractors",344
1,1,0.3,1.5,0,0.734671878999961,"distractors",345
1,1,0.7,3,0,0.833690694000325,"distractors",346
1,1,3,0.3,1,0.618296106999878,"distractors",347
1,1,1.5,0.3,1,0.43478375299992,"distractors",348
1,1,0.3,0.7,1,0.867648454999653,"distractors",349
1,1,0.7,1.5,1,0.317722616000083,"distractors",350
1,1,0.7,1.5,0,0.201446608999959,"distractors",351
1,1,0.7,0.3,1,3.28486839300012,"distractors",352
1,1,3,0.3,1,0.684513728999718,"distractors",353
1,1,3,0.7,0,0.567656614000043,"distractors",354
1,1,3,0.3,1,0.618099343999802,"distractors",355
1,1,1.5,0.3,1,0.384807282000111,"distractors",356
1,1,3,0.7,1,1.03487378299997,"distractors",357
1,1,0.7,0.3,0,0.701416048999818,"distractors",358
1,1,0.3,1.5,0,0.467665916999977,"distractors",359
1,1,0.7,3,0,0.668142250000074,"distractors",360
2,1,3,0.3,0,1.38812,"distractors",1
2,1,3,0.7,1,0.311385,"distractors",2
2,1,0.3,1.5,0,0.63433,"distractors",3
2,1,0.7,1.5,0,0.70895,"distractors",4
2,1,0.7,3,0,1.97634,"distractors",5
2,1,0.7,0.3,0,0.88061,"distractors",6
2,1,1.5,3,1,0.29011,"distractors",7
2,1,1.5,0.3,1,0.65205,"distractors",8
2,1,1.5,0.7,0,0.15173,"distractors",9
2,1,0.3,0.7,0,0.217945,"distractors",10
2,1,0.3,3,0,1.343135,"distractors",11
2,1,3,1.5,0,0.288175,"distractors",12
2,1,0.7,1.5,0,0.53033,"distractors",13
2,1,0.7,3,1,0.5649,"distractors",14
2,1,0.3,0.7,0,0.27045,"distractors",15
2,1,1.5,0.3,1,0.272955,"distractors",16
2,1,1.5,3,0,0.25983,"distractors",17
2,1,1.5,0.7,0,2.367545,"distractors",18
2,1,3,0.7,0,1.231645,"distractors",19
2,1,0.3,1.5,0,0.37177,"distractors",20
2,1,3,1.5,0,0.138515,"distractors",21
2,1,3,0.3,1,0.117905,"distractors",22
2,1,0.7,0.3,0,0.95107,"distractors",23
2,1,0.3,3,0,3.15152,"distractors",24
2,1,0.3,3,1,4.26762,"distractors",25
2,1,0.3,1.5,0,1.844225,"distractors",26
2,1,0.7,0.3,0,0.48408,"distractors",27
2,1,0.3,0.7,1,14.45355,"distractors",28
2,1,3,0.7,0,0.267965,"distractors",29
2,1,3,0.3,0,0.35947,"distractors",30
2,1,1.5,0.3,1,0.359475,"distractors",31
2,1,1.5,0.7,0,2.159025,"distractors",32
2,1,1.5,3,1,2.2618,"distractors",33
2,1,3,1.5,1,1.505235,"distractors",34
2,1,0.7,3,0,0.332455,"distractors",35
2,1,0.7,1.5,0,1.189525,"distractors",36
2,1,1.5,0.7,1,0.969905,"distractors",37
2,1,0.3,3,0,10.77968,"distractors",38
2,1,0.3,1.5,0,3.546415,"distractors",39
2,1,3,0.3,0,0.4043,"distractors",40
2,1,0.7,3,0,1.043605,"distractors",41
2,1,1.5,3,0,1.71878,"distractors",42
2,1,0.3,0.7,1,1.834185,"distractors",43
2,1,0.7,0.3,0,0.344305,"distractors",44
2,1,1.5,0.3,1,1.343645,"distractors",45
2,1,3,0.7,1,0.56208,"distractors",46
2,1,0.7,1.5,0,1.77737,"distractors",47
2,1,3,1.5,0,0.28028,"distractors",48
2,1,0.3,0.7,0,0.54907,"distractors",49
2,1,0.7,0.3,0,0.310345,"distractors",50
2,1,3,0.7,0,1.384585,"distractors",51
2,1,0.3,3,0,0.08982,"distractors",52
2,1,3,0.3,1,0.29376,"distractors",53
2,1,1.5,0.3,1,0.303175,"distractors",54
2,1,0.7,3,0,0.290935,"distractors",55
2,1,1.5,0.7,1,0.27718,"distractors",56
2,1,0.3,1.5,0,0.239675,"distractors",57
2,1,1.5,3,0,0.763845,"distractors",58
2,1,3,1.5,1,0.24291,"distractors",59
2,1,0.7,1.5,0,0.54302,"distractors",60
2,1,0.3,3,0,0.449065,"distractors",61
2,1,0.7,1.5,0,0.52482,"distractors",62
2,1,0.7,3,0,0.399185,"distractors",63
2,1,3,1.5,1,0.16551,"distractors",64
2,1,1.5,3,0,0.72487,"distractors",65
2,1,0.3,1.5,0,0.220715,"distractors",66
2,1,1.5,0.3,1,1.5608,"distractors",67
2,1,0.3,0.7,1,0.523295,"distractors",68
2,1,3,0.3,0,0.26025,"distractors",69
2,1,0.7,0.3,0,0.37074,"distractors",70
2,1,1.5,0.7,1,0.280965,"distractors",71
2,1,3,0.7,1,0.22239,"distractors",72
2,1,1.5,0.3,1,0.230695,"distractors",73
2,1,3,0.7,0,41.28616,"distractors",74
2,1,0.7,1.5,0,0.00788,"distractors",75
2,1,1.5,3,1,0.12592,"distractors",76
2,1,3,1.5,1,0.42216,"distractors",77
2,1,0.7,0.3,1,0.893165,"distractors",78
2,1,1.5,0.7,0,0.39072,"distractors",79
2,1,0.3,3,0,1.23872,"distractors",80
2,1,3,0.3,1,4.748345,"distractors",81
2,1,0.7,3,1,1.734565,"distractors",82
2,1,0.3,1.5,0,7.510285,"distractors",83
2,1,0.3,0.7,1,1.113805,"distractors",84
2,1,1.5,0.3,1,0.301275,"distractors",85
2,1,0.3,0.7,0,0.262385,"distractors",86
2,1,0.3,1.5,0,0.513975,"distractors",87
2,1,3,1.5,0,0.258505,"distractors",88
2,1,3,0.3,1,0.351865,"distractors",89
2,1,3,0.7,1,0.545425,"distractors",90
2,1,0.7,3,0,1.507595,"distractors",91
2,1,1.5,3,0,6.91785,"distractors",92
2,1,1.5,0.7,1,11.029015,"distractors",93
2,1,0.7,0.3,1,0.323825,"distractors",94
2,1,0.7,1.5,0,1.68439,"distractors",95
2,1,0.3,3,0,0.6645,"distractors",96
2,1,3,1.5,0,0.347885,"distractors",97
2,1,0.3,1.5,0,41.059385,"distractors",98
2,1,3,0.7,1,2.47292,"distractors",99
2,1,0.3,3,0,0.734235,"distractors",100
2,1,0.7,0.3,1,0.407175,"distractors",101
2,1,0.3,0.7,0,0.4068,"distractors",102
2,1,1.5,0.3,1,1.227065,"distractors",103
2,1,0.7,1.5,1,0.76065,"distractors",104
2,1,0.7,3,0,0.56163,"distractors",105
2,1,3,0.3,1,0.315175,"distractors",106
2,1,1.5,0.7,0,0.27637,"distractors",107
2,1,1.5,3,0,0.41527,"distractors",108
2,1,0.7,1.5,0,0.475855,"distractors",109
2,1,1.5,0.7,1,0.455105,"distractors",110
2,1,3,1.5,1,0.17022,"distractors",111
2,1,0.7,0.3,1,0.2844,"distractors",112
2,1,1.5,3,0,0.32467,"distractors",113
2,1,0.3,0.7,1,36.63176,"distractors",114
2,1,0.7,3,0,0.4297,"distractors",115
2,1,1.5,0.3,1,0.298865,"distractors",116
2,1,0.3,1.5,0,0.340305,"distractors",117
2,1,3,0.3,1,0.31022,"distractors",118
2,1,3,0.7,1,0.257245,"distractors",119
2,1,0.3,3,0,0.35118,"distractors",120
2,1,1.5,0.7,1,1.61419,"distractors",121
2,1,1.5,0.3,1,14.23529,"distractors",122
2,1,0.7,1.5,0,0.662945,"distractors",123
2,1,0.3,1.5,0,2.290895,"distractors",124
2,1,3,0.7,1,3.7745,"distractors",125
2,1,0.3,3,0,0.655145,"distractors",126
2,1,1.5,3,0,1.80164,"distractors",127
2,1,3,1.5,1,0.39193,"distractors",128
2,1,0.3,0.7,0,1.735175,"distractors",129
2,1,3,0.3,1,0.28978,"distractors",130
2,1,0.7,3,0,0.277545,"distractors",131
2,1,0.7,0.3,1,0.082585,"distractors",132
2,1,0.7,1.5,0,1.11743,"distractors",133
2,1,0.3,3,0,47.21561,"distractors",134
2,1,1.5,0.7,1,7.652005,"distractors",135
2,1,1.5,0.3,1,0.319285,"distractors",136
2,1,3,0.7,1,0.346405,"distractors",137
2,1,3,1.5,1,10.60983,"distractors",138
2,1,0.7,3,0,0.697275,"distractors",139
2,1,0.3,1.5,0,14.779515,"distractors",140
2,1,0.7,0.3,1,6.043675,"distractors",141
2,1,1.5,3,0,1.927755,"distractors",142
2,1,3,0.3,0,1.32224,"distractors",143
2,1,0.3,0.7,0,1.565255,"distractors",144
2,1,0.3,3,0,2.045265,"distractors",145
2,1,1.5,3,0,1.674355,"distractors",146
2,1,0.7,0.3,1,1.53445,"distractors",147
2,1,3,0.3,0,0.20122,"distractors",148
2,1,0.7,1.5,0,0.0294,"distractors",149
2,1,0.3,0.7,0,1.14897,"distractors",150
2,1,3,0.7,1,0.670535,"distractors",151
2,1,1.5,0.7,1,0.930245,"distractors",152
